playerid,namefirst,namelast,intposition,int,intyards,inttd
20160064,Kevin,Byard,FS,1,9,0
20160064,Kevin,Byard,FS,1,23,0
20150030,Damarious,Randall,CB,1,0,0
20110131,Davon,House,CB,1,0,0
20130015,Kenny,Vaccaro,SS,1,0,0
20120062,Casey,Hayward,CB,1,-2,0
20140041,Lamarcus,Joyner,FS,1,29,0
20120007,Mark,Barron,ILB,1,10,0
20140027,Deone,Bucannon,ILB,1,39,0
20110030,Muhammad,Wilkerson,DE,1,3,0
20170039,Marcus,Maye,FS,1,32,0
20150145,Bobby,McCain,CB,1,6,0
20080140,Brandon,Carr,CB,1,33,0
20130060,Robert,Alford,CB,1,19,0
20150568,Quinton,Dunbar,CB,1,0,0
20070168,Corey,Graham,DB,1,14,0
20100007,Joe,Haden,CB,1,1,0
20070170,William,Gay,FS,1,-1,0
20160189,Anthony,Brown,CB,1,3,0
20140017,C.J.,Mosley,ILB,1,63,1
20110027,Jimmy,Smith,CB,1,50,1
20130159,Micah,Hyde,SS,1,2,0
20160681,Trae,Elston,DB,1,22,0
20100054,Carlos,Dunlap,DE,1,16,1
20160099,Joe,Schobert,MLB,1,8,0
20090112,Glover,Quin,FS,1,0,0
20100007,Joe,Haden,CB,1,0,0
20150018,Marcus,Peters,CB,1,9,0
20100447,Darian,Stewart,FS,1,0,0
20110639,Ron,Parker,FS,1,0,0
20140180,Kenneth,Acker,CB,1,9,0
20160667,Jonathan,Jones,CB,1,6,0
20170011,Marshon,Lattimore,CB,1,25,0
20120444,Rodney,McLeod,FS,1,4,0
20160233,Jalen,Mills,CB,1,37,1
20170066,Ahkello,Witherspoon,CB,1,19,0
20100014,Earl,Thomas,FS,1,78,1
20110154,Richard,Sherman,CB,1,19,0
20140570,Marcus,Williams,CB,1,2,0
20110154,Richard,Sherman,CB,1,1,0
20110093,Chris,Conte,FS,1,0,0
20040420,Mike,Adams,SS,1,2,0
20120009,Luke,Kuechly,MLB,1,0,0
20150027,Byron,Jones,FS,1,21,1
20040420,Mike,Adams,SS,1,40,0
20130693,Jeff,Heath,SS,1,3,0
20100163,Reshad,Jones,FS,1,0,0
20120065,Trumaine,Johnson,CB,1,0,0
20100032,Patrick,Robinson,CB,1,17,0
20120444,Rodney,McLeod,FS,1,50,0
20160084,Kendall,Fuller,CB,1,0,0
20130499,Will,Compton,ILB,1,2,0
20130018,Eric,Reid,SS,1,0,0
20040033,Karlos,Dansby,ILB,1,4,0
20160064,Kevin,Byard,FS,1,33,0
20160064,Kevin,Byard,FS,1,0,0
20070037,Eric,Weddle,FS,1,22,0
20130022,Desmond,Trufant,CB,1,32,0
20170191,Xavier,Woods,SAF,1,7,0
20160012,Sheldon,Rankins,DT,1,27,0
20120009,Luke,Kuechly,MLB,1,0,0
20090034,Patrick,Chung,SS,1,30,0
20130052,Jamie,Collins,OLB,1,0,0
20130036,Darius,Slay,CB,1,0,0
20140127,Pierre,Desir,CB,1,0,0
20140015,Ryan,Shazier,ILB,1,0,0
20140128,Tre,Boston,FS,1,0,0
20140128,Tre,Boston,FS,1,0,0
20130717,A.J.,Bouye,CB,1,51,0
20120007,Mark,Barron,ILB,1,15,0
20130030,Alec,Ogletree,ILB,1,48,1
20160196,Blake,Countess,CB,1,19,0
20120072,Olivier,Vernon,DE,1,0,0
20060758,Brent,Grimes,CB,1,28,0
20150247,Darryl,Roberts,CB,1,0,0
20170039,Marcus,Maye,FS,1,0,0
20140024,Darqueze,Dennard,CB,1,20,0
20160054,Mackensie,Alexander,CB,1,10,0
20130057,D.J.,Swearinger,FS,1,1,0
20130057,D.J.,Swearinger,FS,1,31,0
20140144,Telvin,Smith,OLB,1,26,0
20130717,A.J.,Bouye,CB,1,0,0
20120444,Rodney,McLeod,FS,1,13,0
20150050,Ronald,Darby,CB,1,5,0
20090014,Malcolm,Jenkins,SS,1,0,0
20120017,Dre,Kirkpatrick,CB,1,101,0
20110027,Jimmy,Smith,CB,1,0,0
20070037,Eric,Weddle,FS,1,3,0
20140021,Ha Ha,Clinton-Dix,FS,1,0,0
20170016,Marlon,Humphrey,DB,1,15,0
20110005,Patrick,Peterson,CB,1,22,0
20120849,Eddie,Pleasant,DB,1,0,0
20140216,Andre,Hal,FS,1,7,0
20120154,Korey,Toomer,ILB,1,59,1
20120062,Casey,Hayward,CB,1,7,0
20140128,Tre,Boston,FS,1,9,0
20120062,Casey,Hayward,CB,1,2,0
20160774,Trevor,Williams,CB,1,7,0
20170050,Justin,Evans,SS,1,11,0
20150124,Kwon,Alexander,MLB,1,20,0
20100249,Robert,McClain,DB,1,6,0
20130057,D.J.,Swearinger,FS,1,0,0
20160084,Kendall,Fuller,CB,1,17,0
20140609,Daniel,Sorensen,SS,1,3,0
20120552,Damon,Harrison,DT,1,9,0
20150033,Landon,Collins,SS,1,0,0
20120039,Janoris,Jenkins,CB,1,17,0
20120039,Janoris,Jenkins,CB,1,6,0
20130091,Duron,Harmon,SS,1,0,0
20160608,Mike,Hilton,DB,1,26,0
20120115,Coty,Sensabaugh,DB,1,32,0
20120484,Robert,Golden,SS,1,-1,0
20160058,Sean,Davis,SS,1,41,0
20130022,Desmond,Trufant,CB,1,43,0
20100571,Barry,Church,SS,1,0,0
20130069,Tyrann,Mathieu,FS,1,1,0
20130757,Tony,Jefferson,SS,1,13,0
20100673,Anthony,Levine,CB,1,8,0
20170151,Desmond,King,DB,1,90,1
20120062,Casey,Hayward,CB,1,0,0
20130025,Xavier,Rhodes,CB,1,21,0
20130520,Rashaan,Melvin,CB,1,0,0
20170158,Nate,Hairston,CB,1,10,0
20170027,Tre'Davious,White,CB,1,63,0
20150078,P.J.,Williams,CB,1,0,0
20150145,Bobby,McCain,CB,1,0,0
20120010,Stephon,Gilmore,CB,1,20,0
20130091,Duron,Harmon,SS,1,0,0
20100091,Navorro,Bowman,MLB,1,0,0
20090014,Malcolm,Jenkins,SS,1,0,0
20070168,Corey,Graham,DB,1,59,0
20150030,Damarious,Randall,CB,1,0,0
20160131,Blake,Martinez,ILB,1,3,0
20130018,Eric,Reid,SS,1,0,0
20120047,Bobby,Wagner,MLB,1,0,0
20120039,Janoris,Jenkins,CB,1,53,1
20160084,Kendall,Fuller,CB,1,1,0
20140041,Lamarcus,Joyner,FS,1,46,0
20140084,Kareem,Martin,ILB,1,7,0
20130030,Alec,Ogletree,ILB,1,41,1
20170016,Marlon,Humphrey,DB,1,18,0
20070037,Eric,Weddle,FS,1,45,1
20160580,Eric,Lee,DE,1,8,0
20170027,Tre'Davious,White,CB,1,0,0
20140014,Kyle,Fuller,CB,1,0,0
20050006,Adam,Jones,CB,1,0,0
20130693,Jeff,Heath,SS,1,14,0
20160189,Anthony,Brown,CB,1,16,0
20170050,Justin,Evans,SS,1,15,0
20160005,Jalen,Ramsey,CB,1,18,0
20120463,Tashaun,Gipson,FS,1,7,0
20140993,Adrian,Phillips,FS,1,9,0
20130071,T.J.,McDonald,SS,1,7,0
20160038,Xavien,Howard,CB,1,30,1
20110460,Chris,Harris,CB,1,13,0
20160098,Justin,Simmons,SS,1,65,1
20160038,Xavien,Howard,CB,1,12,0
20110173,Byron,Maxwell,CB,1,0,0
20160157,LeShaun,Sims,CB,1,0,0
20060724,Tramon,Williams,DB,1,12,0
20110510,Josh,Bynes,LB,1,25,0
20170011,Marshon,Lattimore,CB,1,33,0
20120924,Chris,Banjo,CB,1,0,0
20170042,Marcus,Williams,FS,1,12,0
20160052,Deion,Jones,MLB,1,0,0
20160408,Matthias,Farley,SS,1,9,0
20160077,Daryl,Worley,CB,1,0,0
20160062,James,Bradberry,CB,1,3,0
20100767,Andrew,Sendejo,SS,1,34,0
20170112,Eddie,Jackson,FS,1,6,0
20140021,Ha Ha,Clinton-Dix,FS,1,2,0
20170061,Josh,Jones,SS,1,0,0
20100447,Darian,Stewart,FS,1,24,0
20100020,Kareem,Jackson,CB,1,2,0
20160005,Jalen,Ramsey,CB,1,0,0
20130717,A.J.,Bouye,CB,1,0,0
20130717,A.J.,Bouye,CB,1,0,0
20140254,Terrance,Mitchell,CB,1,0,0
20070021,Reggie,Nelson,FS,1,0,0
20160014,Karl,Joseph,SS,1,-1,0
20130564,Steven,Terrell,DB,1,8,0
20150153,Kyle,Emanuel,OLB,1,23,0
20140102,Bashaud,Breeland,CB,1,96,1
20130090,Kayvon,Webster,CB,1,0,0
20160038,Xavien,Howard,CB,1,0,0
20160038,Xavien,Howard,CB,1,29,0
20100055,Sean,Lee,MLB,1,9,0
20130693,Jeff,Heath,SS,1,3,0
20160058,Sean,Davis,SS,1,35,0
20130036,Darius,Slay,CB,1,2,0
20060758,Brent,Grimes,CB,1,0,0
20100249,Robert,McClain,DB,1,0,0
20150200,Quandre,Diggs,CB,1,12,0
20130218,Jordan,Poyer,FS,1,0,0
20110089,Shareece,Wright,CB,1,54,0
20170027,Tre'Davious,White,CB,1,9,0
20160077,Daryl,Worley,CB,1,0,0
20110190,Colin,Jones,FS,1,10,0
20160062,James,Bradberry,CB,1,0,0
20070037,Eric,Weddle,FS,1,13,0
20080140,Brandon,Carr,CB,1,0,0
20130036,Darius,Slay,CB,1,0,0
20150200,Quandre,Diggs,CB,1,0,0
20130036,Darius,Slay,CB,1,19,0
20170692,Kenny,Moore,DB,1,25,0
20100571,Barry,Church,SS,1,0,0
20150018,Marcus,Peters,CB,1,62,0
20110639,Ron,Parker,FS,1,0,0
20150018,Marcus,Peters,CB,1,12,0
20150045,Eric,Kendricks,MLB,1,31,1
20030005,Terence,Newman,CB,1,3,0
20130084,Shawn,Williams,SS,1,7,0
20150006,Leonard,Williams,DE,1,6,0
20110954,Craig,Robertson,OLB,1,20,0
20170011,Marshon,Lattimore,CB,1,0,0
20150050,Ronald,Darby,CB,1,37,0
20090061,Sean,Smith,CB,1,8,0
20090061,Sean,Smith,CB,1,0,0
20130206,Vince,Williams,ILB,1,13,0
20130091,Duron,Harmon,SS,1,0,0
20110426,Michael,Wilhoite,OLB,1,0,0
20140147,Ricardo,Allen,FS,1,0,0
20150038,Preston,Smith,OLB,1,18,0
20060207,Antoine,Bethea,SS,1,0,0
20060207,Antoine,Bethea,SS,1,14,0
20140109,Ross,Cockrell,DB,1,0,0
20140109,Ross,Cockrell,DB,1,1,0
20150124,Kwon,Alexander,MLB,1,28,0
20140014,Kyle,Fuller,CB,1,0,0
20170001,Myles,Garrett,DE,1,37,0
20150908,Bryce,Callahan,CB,1,21,0
20150200,Quandre,Diggs,CB,1,16,0
20100438,Vincent,Rey,OLB,1,12,0
20150972,Justin,Coleman,CB,1,30,1
20110099,K.J.,Wright,OLB,1,1,0
20120029,Harrison,Smith,FS,1,17,0
20120029,Harrison,Smith,FS,1,0,0
20160025,Artie,Burns,CB,1,0,0
20130218,Jordan,Poyer,FS,1,19,1
20170011,Marshon,Lattimore,CB,1,0,0
20160052,Deion,Jones,MLB,1,41,0
20130076,Keenan,Allen,WR,1,32,0
20100032,Patrick,Robinson,CB,1,19,0
20070021,Reggie,Nelson,FS,1,3,0
20150050,Ronald,Darby,CB,1,0,0
20140129,Dontae,Johnson,CB,1,50,1
20100571,Barry,Church,SS,1,0,0
20140981,K'Waun,Williams,DB,1,27,0
20170066,Ahkello,Witherspoon,CB,1,23,0
20160629,Cory,Littleton,MLB,1,2,0
20130057,D.J.,Swearinger,FS,1,0,0
20160219,Will,Parks,DB,1,0,0
20140147,Ricardo,Allen,FS,1,4,0
20160017,Keanu,Neal,SS,1,19,0
20130060,Robert,Alford,CB,1,0,0
20140024,Darqueze,Dennard,CB,1,89,1
20070037,Eric,Weddle,FS,1,0,0
20100447,Darian,Stewart,FS,1,9,0
20160966,Terrance,Smith,ILB,1,7,0
20140254,Terrance,Mitchell,CB,1,40,0
20170021,Jarrad,Davis,LB,1,12,0
20130036,Darius,Slay,CB,1,0,0
20170046,Quincy,Wilson,CB,1,33,0
20140128,Tre,Boston,FS,1,25,0
20160882,Kevin,Peterson,CB,1,38,0
20160882,Kevin,Peterson,CB,1,4,0
20130218,Jordan,Poyer,FS,1,1,0
20110068,Kelvin,Sheppard,LB,1,12,0
20150038,Preston,Smith,OLB,1,8,0
20140109,Ross,Cockrell,DB,1,0,0
20110068,Kelvin,Sheppard,LB,1,5,0
20170060,Chidobe,Awuzie,CB,1,0,0
20170025,Jabrill,Peppers,FS,1,0,0
20160058,Sean,Davis,SS,1,0,0
20170090,Shaquill,Griffin,CB,1,0,0
20170042,Marcus,Williams,FS,1,0,0
20110954,Craig,Robertson,OLB,1,0,0
20170042,Marcus,Williams,FS,1,0,0
20160064,Kevin,Byard,FS,1,29,0
20160064,Kevin,Byard,FS,1,1,0
20170158,Nate,Hairston,CB,0,11,0
20140114,Aaron,Colvin,CB,1,0,0
20160005,Jalen,Ramsey,CB,1,2,0
20150018,Marcus,Peters,CB,1,28,0
20040420,Mike,Adams,SS,1,1,0
20100767,Andrew,Sendejo,SS,1,0,0
20140009,Anthony,Barr,OLB,1,18,0
20170042,Marcus,Williams,FS,1,12,0
20160036,Myles,Jack,OLB,1,0,0
20100032,Patrick,Robinson,CB,1,50,1
20070168,Corey,Graham,DB,1,0,0
20130091,Duron,Harmon,SS,1,8,0
20140188,E.J.,Gaines,CB,1,1,0
20170027,Tre'Davious,White,CB,1,14,0
20150078,P.J.,Williams,CB,1,7,0
20170042,Marcus,Williams,FS,1,0,0
20130015,Kenny,Vaccaro,SS,1,30,0
20130080,J.J.,Wilcox,DB,1,0,0
20090112,Glover,Quin,FS,1,37,1
20130036,Darius,Slay,CB,1,15,0
20130036,Darius,Slay,CB,1,37,0
20130060,Robert,Alford,CB,1,0,0
20160024,William,Jackson,CB,1,75,1
20130520,Rashaan,Melvin,CB,1,7,0
20130520,Rashaan,Melvin,CB,1,21,0
20170015,Malik,Hooker,FS,1,12,0
20130717,A.J.,Bouye,CB,1,19,0
20160005,Jalen,Ramsey,CB,1,1,0
20140254,Terrance,Mitchell,CB,1,0,0
20150018,Marcus,Peters,CB,1,38,0
20140254,Terrance,Mitchell,CB,1,0,0
20150011,Trae,Waynes,CB,1,18,0
20100767,Andrew,Sendejo,SS,1,36,0
20120029,Harrison,Smith,FS,1,12,0
20120010,Stephon,Gilmore,CB,1,39,0
20130091,Duron,Harmon,FS,1,12,0
20140079,Terrence,Brooks,DB,1,0,0
20140079,Terrence,Brooks,DB,1,13,0
20170099,Rasul,Douglas,CB,1,0,0
20100032,Patrick,Robinson,DB,1,0,0
20130628,Nickell,Robey-Coleman,CB,1,25,0
20100133,Kam,Chancellor,SS,1,5,0
20170123,Montae,Nicholson,SS,1,0,0
20160084,Kendall,Fuller,CB,1,0,0
20130636,Ray-Ray,Armstrong,OLB,1,0,0
20060207,Antoine,Bethea,SS,1,16,0
20130159,Micah,Hyde,SS,1,0,0
20130159,Micah,Hyde,SS,1,37,0
20070037,Eric,Weddle,FS,1,0,0
20140015,Ryan,Shazier,ILB,1,2,0
20160608,Mike,Hilton,DB,1,19,0
20160245,Clayton,Fejedelem,SS,1,5,0
20120167,George,Iloka,FS,1,3,0
20120007,Mark,Barron,ILB,1,4,0
20160098,Justin,Simmons,SS,1,0,0
20140021,Ha Ha,Clinton-Dix,FS,1,3,0
20160551,Kentrell,Brice,DB,1,11,0
20140216,Andre,Hal,FS,1,3,0
20140216,Andre,Hal,FS,1,0,0
20160064,Kevin,Byard,FS,1,7,0
20110050,Marcus,Gilchrist,DB,1,17,0
20170585,Dylan,Cole,LB,1,25,1
20160673,Ken,Crawley,CB,1,0,0
20140962,Malcolm,Butler,CB,1,-2,0
20140060,Kony,Ealy,OLB,1,9,0
20130717,A.J.,Bouye,CB,1,0,0
20150972,Justin,Coleman,CB,1,28,1
20160408,Matthias,Farley,SS,1,0,0
20170015,Malik,Hooker,FS,1,29,0
20120029,Harrison,Smith,FS,1,-6,0
20130159,Micah,Hyde,SS,1,13,0
20130218,Jordan,Poyer,FS,1,13,0
20120167,George,Iloka,FS,1,14,0
20090203,Jason,McCourty,CB,1,3,0
20170039,Marcus,Maye,FS,1,12,0
20120006,Morris,Claiborne,CB,1,28,0
20150030,Damarious,Randall,CB,1,21,1
20130636,Ray-Ray,Armstrong,OLB,1,29,0
20130410,Cody,Davis,FS,1,0,0
20170091,John,Johnson,DB,1,69,0
20130013,Sheldon,Richardson,DT,1,5,0
20100014,Earl,Thomas,FS,1,19,0
20150170,Tye,Smith,CB,1,14,0
20160071,Darian,Thompson,FS,1,0,0
20140128,Tre,Boston,FS,1,15,0
20060207,Antoine,Bethea,SS,1,0,0
20160005,Jalen,Ramsey,CB,1,15,0
20140015,Ryan,Shazier,ILB,1,0,0
20140144,Telvin,Smith,OLB,1,28,1
20100571,Barry,Church,SS,1,51,1
20120463,Tashaun,Gipson,FS,1,7,0
20120463,Tashaun,Gipson,FS,1,2,0
20170050,Justin,Evans,SAF,1,2,0
20060207,Antoine,Bethea,SS,1,21,0
20060758,Brent,Grimes,CB,1,39,0
20060724,Tramon,Williams,DB,1,0,0
20160052,Deion,Jones,MLB,1,1,0
20160052,Deion,Jones,MLB,1,-1,0
20100163,Reshad,Jones,FS,1,15,0
20150908,Bryce,Callahan,CB,1,52,0
20150142,Adrian,Amos,SS,1,90,1
20170099,Rasul,Douglas,CB,1,7,0
20100032,Patrick,Robinson,DB,1,0,0
20120444,Rodney,McLeod,FS,1,20,0
20160233,Jalen,Mills,CB,1,1,0
20150033,Landon,Collins,SS,1,21,0
20120039,Janoris,Jenkins,CB,1,43,1
20060024,Johnathan,Joseph,CB,1,82,1
20170585,Dylan,Cole,ILB,1,3,0
20060024,Johnathan,Joseph,CB,1,3,0
20090203,Jason,McCourty,CB,1,56,1
20130628,Nickell,Robey-Coleman,CB,1,31,0
20150018,Marcus,Peters,CB,1,16,0
20130025,Xavier,Rhodes,CB,1,2,0
20150030,Damarious,Randall,CB,1,14,0
20120029,Harrison,Smith,FS,1,19,0
20150011,Trae,Waynes,CB,1,3,0
20130036,Darius,Slay,CB,1,0,0
20170011,Marshon,Lattimore,CB,1,27,1
20160046,A'Shawn,Robinson,DT,1,2,1
20110024,Cameron,Jordan,DE,1,0,1
20130015,Kenny,Vaccaro,SS,1,11,0
20110137,Buster,Skrine,CB,1,0,0
20140962,Malcolm,Butler,CB,1,1,0
20100027,Devin,McCourty,FS,1,0,0
20160774,Trevor,Williams,CB,1,21,0
20150219,Hayes,Pullard,MLB,1,1,0
20130129,John,Simon,OLB,1,26,1
20160133,Rashard,Robinson,CB,1,0,0
20160084,Kendall,Fuller,CB,1,3,0
20170163,Matt,Milano,OLB,1,15,0
20170112,Eddie,Jackson,FS,1,76,1
20120188,Danny,Trevathan,ILB,1,8,0
20160064,Kevin,Byard,FS,1,28,0
20160064,Kevin,Byard,FS,1,9,0
20160064,Kevin,Byard,FS,1,23,0
20150030,Damarious,Randall,CB,1,0,0
20110131,Davon,House,CB,1,0,0
20130015,Kenny,Vaccaro,SS,1,0,0
20120062,Casey,Hayward,CB,1,-2,0
20140041,Lamarcus,Joyner,FS,1,29,0
20120007,Mark,Barron,ILB,1,10,0
20140027,Deone,Bucannon,ILB,1,39,0
20110030,Muhammad,Wilkerson,DE,1,3,0
20170039,Marcus,Maye,FS,1,32,0
20150145,Bobby,McCain,CB,1,6,0
20080140,Brandon,Carr,CB,1,33,0
20130060,Robert,Alford,CB,1,19,0
20150568,Quinton,Dunbar,CB,1,0,0
20070168,Corey,Graham,DB,1,14,0
20100007,Joe,Haden,CB,1,1,0
20070170,William,Gay,FS,1,-1,0
20160189,Anthony,Brown,CB,1,3,0
20140017,C.J.,Mosley,ILB,1,63,1
20110027,Jimmy,Smith,CB,1,50,1
20130159,Micah,Hyde,SS,1,2,0
20160681,Trae,Elston,DB,1,22,0
20100054,Carlos,Dunlap,DE,1,16,1
20160099,Joe,Schobert,MLB,1,8,0
20090112,Glover,Quin,FS,1,0,0
20100007,Joe,Haden,CB,1,0,0
20150018,Marcus,Peters,CB,1,9,0
20100447,Darian,Stewart,FS,1,0,0
20110639,Ron,Parker,FS,1,0,0
20140180,Kenneth,Acker,CB,1,9,0
20160667,Jonathan,Jones,CB,1,6,0
20170011,Marshon,Lattimore,CB,1,25,0
20120444,Rodney,McLeod,FS,1,4,0
20160233,Jalen,Mills,CB,1,37,1
20170066,Ahkello,Witherspoon,CB,1,19,0
20100014,Earl,Thomas,FS,1,78,1
20110154,Richard,Sherman,CB,1,19,0
20140570,Marcus,Williams,CB,1,2,0
20110154,Richard,Sherman,CB,1,1,0
20110093,Chris,Conte,FS,1,0,0
20040420,Mike,Adams,SS,1,2,0
20120009,Luke,Kuechly,MLB,1,0,0
20150027,Byron,Jones,FS,1,21,1
20040420,Mike,Adams,SS,1,40,0
20130693,Jeff,Heath,SS,1,3,0
20100163,Reshad,Jones,FS,1,0,0
20120065,Trumaine,Johnson,CB,1,0,0
20100032,Patrick,Robinson,CB,1,17,0
20120444,Rodney,McLeod,FS,1,50,0
20160084,Kendall,Fuller,CB,1,0,0
20130499,Will,Compton,ILB,1,2,0
20130018,Eric,Reid,SS,1,0,0
20040033,Karlos,Dansby,ILB,1,4,0
20160064,Kevin,Byard,FS,1,33,0
20160064,Kevin,Byard,FS,1,0,0
20070037,Eric,Weddle,FS,1,22,0
20130022,Desmond,Trufant,CB,1,32,0
20170191,Xavier,Woods,SAF,1,7,0
20160012,Sheldon,Rankins,DT,1,27,0
20120009,Luke,Kuechly,MLB,1,0,0
20090034,Patrick,Chung,SS,1,30,0
20130052,Jamie,Collins,OLB,1,0,0
20130036,Darius,Slay,CB,1,0,0
20140127,Pierre,Desir,CB,1,0,0
20140015,Ryan,Shazier,ILB,1,0,0
20140128,Tre,Boston,FS,1,0,0
20140128,Tre,Boston,FS,1,0,0
20130717,A.J.,Bouye,CB,1,51,0
20120007,Mark,Barron,ILB,1,15,0
20130030,Alec,Ogletree,ILB,1,48,1
20160196,Blake,Countess,CB,1,19,0
20120072,Olivier,Vernon,DE,1,0,0
20060758,Brent,Grimes,CB,1,28,0
20150247,Darryl,Roberts,CB,1,0,0
20170039,Marcus,Maye,FS,1,0,0
20140024,Darqueze,Dennard,CB,1,20,0
20160054,Mackensie,Alexander,CB,1,10,0
20130057,D.J.,Swearinger,FS,1,1,0
20130057,D.J.,Swearinger,FS,1,31,0
20140144,Telvin,Smith,OLB,1,26,0
20130717,A.J.,Bouye,CB,1,0,0
20120444,Rodney,McLeod,FS,1,13,0
20150050,Ronald,Darby,CB,1,5,0
20090014,Malcolm,Jenkins,SS,1,0,0
20120017,Dre,Kirkpatrick,CB,1,101,0
20110027,Jimmy,Smith,CB,1,0,0
20070037,Eric,Weddle,FS,1,3,0
20140021,Ha Ha,Clinton-Dix,FS,1,0,0
20170016,Marlon,Humphrey,DB,1,15,0
20110005,Patrick,Peterson,CB,1,22,0
20120849,Eddie,Pleasant,DB,1,0,0
20140216,Andre,Hal,FS,1,7,0
20120154,Korey,Toomer,ILB,1,59,1
20120062,Casey,Hayward,CB,1,7,0
20140128,Tre,Boston,FS,1,9,0
20120062,Casey,Hayward,CB,1,2,0
20160774,Trevor,Williams,CB,1,7,0
20170050,Justin,Evans,SS,1,11,0
20150124,Kwon,Alexander,MLB,1,20,0
20100249,Robert,McClain,DB,1,6,0
20130057,D.J.,Swearinger,FS,1,0,0
20160084,Kendall,Fuller,CB,1,17,0
20140609,Daniel,Sorensen,SS,1,3,0
20120552,Damon,Harrison,DT,1,9,0
20150033,Landon,Collins,SS,1,0,0
20120039,Janoris,Jenkins,CB,1,17,0
20120039,Janoris,Jenkins,CB,1,6,0
20130091,Duron,Harmon,SS,1,0,0
20160608,Mike,Hilton,DB,1,26,0
20120115,Coty,Sensabaugh,DB,1,32,0
20120484,Robert,Golden,SS,1,-1,0
20160058,Sean,Davis,SS,1,41,0
20130022,Desmond,Trufant,CB,1,43,0
20100571,Barry,Church,SS,1,0,0
20130069,Tyrann,Mathieu,FS,1,1,0
20130757,Tony,Jefferson,SS,1,13,0
20100673,Anthony,Levine,CB,1,8,0
20170151,Desmond,King,DB,1,90,1
20120062,Casey,Hayward,CB,1,0,0
20130025,Xavier,Rhodes,CB,1,21,0
20130520,Rashaan,Melvin,CB,1,0,0
20170158,Nate,Hairston,CB,1,10,0
20170027,Tre'Davious,White,CB,1,63,0
20150078,P.J.,Williams,CB,1,0,0
20150145,Bobby,McCain,CB,1,0,0
20120010,Stephon,Gilmore,CB,1,20,0
20130091,Duron,Harmon,SS,1,0,0
20100091,Navorro,Bowman,MLB,1,0,0
20090014,Malcolm,Jenkins,SS,1,0,0
20070168,Corey,Graham,DB,1,59,0
20150030,Damarious,Randall,CB,1,0,0
20160131,Blake,Martinez,ILB,1,3,0
20130018,Eric,Reid,SS,1,0,0
20120047,Bobby,Wagner,MLB,1,0,0
20120039,Janoris,Jenkins,CB,1,53,1
20160084,Kendall,Fuller,CB,1,1,0
20140041,Lamarcus,Joyner,FS,1,46,0
20140084,Kareem,Martin,ILB,1,7,0
20130030,Alec,Ogletree,ILB,1,41,1
20170016,Marlon,Humphrey,DB,1,18,0
20070037,Eric,Weddle,FS,1,45,1
20160580,Eric,Lee,DE,1,8,0
20170027,Tre'Davious,White,CB,1,0,0
20140014,Kyle,Fuller,CB,1,0,0
20050006,Adam,Jones,CB,1,0,0
20130693,Jeff,Heath,SS,1,14,0
20160189,Anthony,Brown,CB,1,16,0
20170050,Justin,Evans,SS,1,15,0
20160005,Jalen,Ramsey,CB,1,18,0
20120463,Tashaun,Gipson,FS,1,7,0
20140993,Adrian,Phillips,FS,1,9,0
20130071,T.J.,McDonald,SS,1,7,0
20160038,Xavien,Howard,CB,1,30,1
20110460,Chris,Harris,CB,1,13,0
20160098,Justin,Simmons,SS,1,65,1
20160038,Xavien,Howard,CB,1,12,0
20110173,Byron,Maxwell,CB,1,0,0
20160157,LeShaun,Sims,CB,1,0,0
20060724,Tramon,Williams,DB,1,12,0
20110510,Josh,Bynes,LB,1,25,0
20170011,Marshon,Lattimore,CB,1,33,0
20120924,Chris,Banjo,CB,1,0,0
20170042,Marcus,Williams,FS,1,12,0
20160052,Deion,Jones,MLB,1,0,0
20160408,Matthias,Farley,SS,1,9,0
20160077,Daryl,Worley,CB,1,0,0
20160062,James,Bradberry,CB,1,3,0
20100767,Andrew,Sendejo,SS,1,34,0
20170112,Eddie,Jackson,FS,1,6,0
20140021,Ha Ha,Clinton-Dix,FS,1,2,0
20170061,Josh,Jones,SS,1,0,0
20100447,Darian,Stewart,FS,1,24,0
20100020,Kareem,Jackson,CB,1,2,0
20160005,Jalen,Ramsey,CB,1,0,0
20130717,A.J.,Bouye,CB,1,0,0
20130717,A.J.,Bouye,CB,1,0,0
20140254,Terrance,Mitchell,CB,1,0,0
20070021,Reggie,Nelson,FS,1,0,0
20160014,Karl,Joseph,SS,1,-1,0
20130564,Steven,Terrell,DB,1,8,0
20150153,Kyle,Emanuel,OLB,1,23,0
20140102,Bashaud,Breeland,CB,1,96,1
20130090,Kayvon,Webster,CB,1,0,0
20160038,Xavien,Howard,CB,1,0,0
20160038,Xavien,Howard,CB,1,29,0
20100055,Sean,Lee,MLB,1,9,0
20130693,Jeff,Heath,SS,1,3,0
20160058,Sean,Davis,SS,1,35,0
20130036,Darius,Slay,CB,1,2,0
20060758,Brent,Grimes,CB,1,0,0
20100249,Robert,McClain,DB,1,0,0
20150200,Quandre,Diggs,CB,1,12,0
20130218,Jordan,Poyer,FS,1,0,0
20110089,Shareece,Wright,CB,1,54,0
20170027,Tre'Davious,White,CB,1,9,0
20160077,Daryl,Worley,CB,1,0,0
20110190,Colin,Jones,FS,1,10,0
20160062,James,Bradberry,CB,1,0,0
20070037,Eric,Weddle,FS,1,13,0
20080140,Brandon,Carr,CB,1,0,0
20130036,Darius,Slay,CB,1,0,0
20150200,Quandre,Diggs,CB,1,0,0
